,seed,backend,dt,neuron_type,n_type,N,min_max_rate,max_max_rate,tau,tau_control,dimensions,base_theta,effective_theta,c,within_gain_noise_std,between_gain_noise_std,input_noise_std,task_type,full_output,trial_duration,prestim,poststim,ID,rt,estimate,control
1442,1230,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,4.0,0.25,0.0,0.0,4.0,prospective_sensory,False,4.0,0.0,0,2,3199.0,0.673657447855899,0.25
1443,3673,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,16.0,0.0625,0.0,0.0,12.0,prospective_sensory,False,16.0,0.0,0,3,14573.0,0.6766553241652393,0.0625
1444,5072,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,2.0,0.5,0.0,0.0,5.656854249492381,prospective_sensory,False,2.0,0.0,0,4,,0.5181335832494903,0.5
1445,965,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,16.0,0.0625,0.0,0.0,16.0,prospective_sensory,False,16.0,0.0,0,4,,0.5992441213665289,0.0625
1446,2587,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,0.5,2.0,0.0,0.0,2.121320343559643,prospective_sensory,False,0.5,0.0,0,3,,0.5648754973490926,2.0
1447,4347,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,0.25,4.0,0.0,0.0,1.0,prospective_sensory,False,0.25,0.0,0,2,231.0,0.6644457793863987,4.0
1448,1651,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,4.0,0.25,0.0,0.0,6.0,prospective_sensory,False,4.0,0.0,0,3,3094.0,0.6894650994496428,0.25
1449,394,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,8.0,0.125,0.0,0.0,8.485281374238571,prospective_sensory,False,8.0,0.0,0,3,,0.5763437230991247,0.125
1450,4520,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,0.5,2.0,0.0,0.0,2.8284271247461903,prospective_sensory,False,0.5,0.0,0,4,,0.5066237183724197,2.0
1451,4468,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,8.0,0.125,0.0,0.0,8.485281374238571,prospective_sensory,False,8.0,0.0,0,3,7413.0,0.625521673154962,0.125
1452,2105,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,0.5,2.0,0.0,0.0,2.8284271247461903,prospective_sensory,False,0.5,0.0,0,4,,0.5898515604765373,2.0
1453,2799,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,1.0,1.0,0.0,0.0,2.0,prospective_sensory,False,1.0,0.0,0,2,,0.616318160452859,1.0
1454,1882,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,4.0,0.25,0.0,0.0,6.0,prospective_sensory,False,4.0,0.0,0,3,,0.5697141665684127,0.25
1455,5003,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,0.5,2.0,0.0,0.0,2.8284271247461903,prospective_sensory,False,0.5,0.0,0,4,320.0,0.7581363867286374,2.0
1456,537,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,4.0,0.25,0.0,0.0,4.0,prospective_sensory,False,4.0,0.0,0,2,3513.0,0.6624462746200896,0.25
1457,296,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,0.25,4.0,0.0,0.0,2.0,prospective_sensory,False,0.25,0.0,0,4,,0.5834463644602356,4.0
1458,2299,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,2.0,0.5,0.0,0.0,4.242640687119286,prospective_sensory,False,2.0,0.0,0,3,,0.5627232459560169,0.5
1459,1671,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,4.0,0.25,0.0,0.0,4.0,prospective_sensory,False,4.0,0.0,0,2,3942.0,0.6400462382531537,0.25
1460,2503,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,0.5,2.0,0.0,0.0,2.121320343559643,prospective_sensory,False,0.5,0.0,0,3,,0.6107375075570104,2.0
1461,3815,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,4.0,0.25,0.0,0.0,8.0,prospective_sensory,False,4.0,0.0,0,4,,0.589575038482296,0.25
1462,1104,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,4.0,0.25,0.0,0.0,4.0,prospective_sensory,False,4.0,0.0,0,2,3981.0,0.6276312929342567,0.25
1463,4140,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,0.5,2.0,0.0,0.0,1.4142135623730951,prospective_sensory,False,0.5,0.0,0,2,461.0,0.6744968442395011,2.0
1464,3435,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,4.0,0.25,0.0,0.0,4.0,prospective_sensory,False,4.0,0.0,0,2,3828.0,0.6525648989508591,0.25
1465,47,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,0.5,2.0,0.0,0.0,2.8284271247461903,prospective_sensory,False,0.5,0.0,0,4,419.0,0.6733306005289855,2.0
1466,2222,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,8.0,0.125,0.0,0.0,11.313708498984761,prospective_sensory,False,8.0,0.0,0,4,,0.4657287596686235,0.125
1467,4328,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,0.25,4.0,0.0,0.0,2.0,prospective_sensory,False,0.25,0.0,0,4,,0.5421488989791333,4.0
1468,74,nengo,0.001,default,Direct(),200,20,50,0.1,0.005,1,1.0,2.0,0.5,0.0,0.0,5.656854249492381,prospective_sensory,False,2.0,0.0,0,4,1833.0,0.6852266763510366,0.5
